Temporada;Jugador_CodigoFBRef;Jugador;Equipo_CodigoFBRef;Pais_Codigo;Delantero;Fecha;Dia;Ronda;Sedes;Resultado;Equipo;Adversario;Arranque_Partido_Capitan;Posicion_Jugador;Monitos_Jugados;Rendimiento_GolesMarcados;Rendimiento_Asistencias;Rendimiento_TirosPenalesEjecutados;Rendimiento_TirosPenalesIntentados;Rendimiento_TotalDisparos;Rendimiento_LanzamientoEnObjetivo;Rendimiento_TarjetasAmarillas;Rendimiento_TarjetasRojas;Rendimiento_Toques;Rendimiento_Derribos;Rendimiento_Intercepciones;Rendimiento_Bloqueos;Expectativa_GolesEsperados;Expectativa_GolesEsperadosSinPenaltis;Expectativa_GolesEsperadosConAsistencia;AccionesParaCreacionDeTiros;AccionesParaCreacionDeGoles;PasesCompletados;PasesIntentados;PorcentajeCumplimientoDePases;PasesProgresivos;TransporteVecesControlaBalon;TransporteAcarreosProgresivos;TomasIntentadasEnfrentadoDefensor;TomasExitosasEnfrentando
2021-2022;09a9e921;Carlos Bacca;a0435291;COL;SI;2021-10-03;Dom;Semana 8 de partido;Local;V 1–0;Granada;Sevilla;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2021-09-23;Jue;Semana 6 de partido;Local;D 1–3;Osasuna;Betis;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2021-10-17;Dom;Semana 9 de partido;Visitante;V 2–1;Osasuna;Villarreal;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2021-11-20;Sáb;Semana 14 de partido;Visitante;D 0–1;Osasuna;Atlético Madrid;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;27a013f7;Néstor Araujo;f25da7fb;MEX;NO;2022-03-06;Dom;Semana 27 de partido;Local;V 4–3;Celta Vigo;Mallorca;Sí;CB;90;0;0;0;0;0;0;0;0;56;1;1;1;0.0;0.0;0.0;2;0;46;53;86.8;2;30;2;0;0
2021-2022;27a013f7;Néstor Araujo;f25da7fb;MEX;NO;2022-03-12;Sáb;Semana 28 de partido;Visitante;D 0–1;Celta Vigo;Villarreal;Sí;CB;90;0;0;0;0;1;0;0;0;41;1;1;0;0.0;0.0;0.0;0;0;28;35;80.0;1;27;1;1;0
2021-2022;27a013f7;Néstor Araujo;f25da7fb;MEX;NO;2022-03-20;Dom;Semana 29 de partido;Local;E 0–0;Celta Vigo;Betis;Sí;CB;67;0;0;0;0;0;0;0;0;27;1;0;0;0.0;0.0;0.0;0;0;20;24;83.3;1;17;1;0;0
2021-2022;2bef2bca;Ronald Araújo;206d90db;URU;NO;2021-11-06;Sáb;Semana 13 de partido;Visitante;E 3–3;Barcelona;Celta Vigo;No;CB;45;0;0;0;0;0;0;0;0;27;0;1;1;0.0;0.0;0.0;0;0;15;18;83.3;1;10;0;0;0
2021-2022;2bef2bca;Ronald Araújo;206d90db;URU;NO;2021-11-20;Sáb;Semana 14 de partido;Local;V 1–0;Barcelona;Espanyol;No;RB;3;0;0;0;0;0;0;0;0;8;0;1;0;0.0;0.0;0.1;1;0;5;7;71.4;0;4;0;0;0
2021-2022;7dcf86f6;Iago Aspas;f25da7fb;ESP;SI;2021-11-27;Sáb;Semana 15 de partido;Visitante;V 2–1;Celta Vigo;Alavés;Sí*;FW,AM;83;1;0;0;1;1;1;0;0;50;1;1;2;0.9;0.0;0.1;4;1;27;41;65.9;6;33;6;1;0
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2021-12-19;Dom;Semana 18 de partido;Visitante;D 0–1;Osasuna;Getafe;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;bfd381b3;Iddrisu Baba;2aa12281;GHA;NO;2022-05-15;Dom;Semana 37 de partido;Local;V 2–1;Mallorca;Rayo Vallecano;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-01-23;Dom;Semana 22 de partido;Visitante;V 2–0;Osasuna;Granada;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-02-05;Sáb;Semana 23 de partido;Local;E 0–0;Osasuna;Sevilla;No;LB;25;0;0;0;0;0;0;0;0;12;0;1;1;0.0;0.0;0.0;2;0;3;6;50.0;1;5;2;2;2
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-02-12;Sáb;Semana 24 de partido;Visitante;V 3–0;Osasuna;Rayo Vallecano;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-02-19;Sáb;Semana 25 de partido;Local;D 0–3;Osasuna;Atlético Madrid;No;LB;15;0;0;0;0;0;0;0;0;30;1;0;0;0.0;0.0;0.1;1;0;20;27;74.1;8;21;1;1;1
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-02-27;Dom;Semana 26 de partido;Visitante;D 0–1;Osasuna;Real Sociedad;No;LB;9;0;0;0;0;0;0;1;0;7;0;0;0;0.0;0.0;0.0;0;0;6;7;85.7;1;5;1;1;1
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-03-13;Dom;Semana 28 de partido;Visitante;D 0–4;Osasuna;Barcelona;Sí;LB;90;0;0;0;0;0;0;0;0;41;0;0;0;0.0;0.0;0.0;0;0;31;37;83.8;3;19;1;1;1
2021-2022;58afe001;Mauro Arambarri;7848bd64;URU;NO;2022-01-02;Dom;Semana 19 de partido;Local;V 1–0;Getafe;Real Madrid;Sí;CM;90;0;0;0;0;0;0;1;0;49;3;1;1;0.0;0.0;0.0;1;0;36;43;83.7;4;27;0;0;0
2021-2022;2bef2bca;Ronald Araújo;206d90db;URU;NO;2021-09-26;Dom;Semana 7 de partido;Local;V 3–0;Barcelona;Levante;No;CB;10;0;0;0;0;0;0;0;0;5;0;0;0;0.0;0.0;0.0;0;0;5;5;100.0;0;3;0;0;0
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-03-05;Sáb;Semana 27 de partido;Local;V 1–0;Osasuna;Villarreal;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;bfd381b3;Iddrisu Baba;2aa12281;GHA;NO;2022-05-22;Dom;Semana 38 de partido;Visitante;V 2–0;Mallorca;Osasuna;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-03-19;Sáb;Semana 29 de partido;Local;V 3–1;Osasuna;Levante;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-04-03;Dom;Semana 30 de partido;Visitante;D 1–4;Osasuna;Betis;No;LB;45;0;0;0;0;1;1;1;0;44;1;0;0;0.0;0.0;0.0;0;0;27;37;73.0;3;22;1;4;2
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-04-10;Dom;Semana 31 de partido;Local;V 1–0;Osasuna;Alavés;Sí;LB;60;0;0;0;0;0;0;0;0;39;2;0;0;0.0;0.0;0.0;0;0;22;33;66.7;4;26;1;4;1
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-04-16;Sáb;Semana 32 de partido;Visitante;V 2–1;Osasuna;Valencia;Sí;LB;64;0;0;0;0;0;0;0;0;54;1;1;0;0.0;0.0;0.0;1;0;28;50;56.0;3;28;0;3;2
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-04-20;Mié;Semana 33 de partido;Local;D 1–3;Osasuna;Real Madrid;Sí;LB;67;0;0;0;0;1;0;0;0;41;0;0;1;0.0;0.0;0.0;0;0;28;36;77.8;4;26;0;0;0
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-05-22;Dom;Semana 38 de partido;Local;D 0–2;Osasuna;Mallorca;Sí;LB;74;0;0;0;0;1;0;0;0;76;0;0;0;0.0;0.0;0.4;1;0;59;73;80.8;9;49;2;2;2
2021-2022;4a5f2032;Josep Antoni Gayá;2aa12281;ESP;NO;2021-09-22;Mié;Semana 6 de partido;Visitante;D 1–6;Mallorca;Real Madrid;Sí;CB;58;0;0;0;0;0;0;0;0;36;0;1;1;0.0;0.0;0.0;0;0;23;28;82.1;0;15;1;0;0
2021-2022;2bef2bca;Ronald Araújo;206d90db;URU;NO;2021-12-04;Sáb;Semana 16 de partido;Local;D 0–1;Barcelona;Betis;Sí;CB;90;0;0;0;0;1;1;0;0;77;1;2;1;0.0;0.0;0.1;1;0;63;70;90.0;5;45;1;0;0
2021-2022;2bef2bca;Ronald Araújo;206d90db;URU;NO;2021-12-12;Dom;Semana 17 de partido;Visitante;E 2–2;Barcelona;Osasuna;Sí;CB,RB;90;0;0;0;0;0;0;0;0;73;4;1;2;0.0;0.0;0.0;0;0;50;64;78.1;4;42;1;0;0
2021-2022;2bef2bca;Ronald Araújo;206d90db;URU;NO;2021-12-18;Sáb;Semana 18 de partido;Local;V 3–2;Barcelona;Elche;Sí;CB;90;0;0;0;0;0;0;0;0;78;3;0;1;0.0;0.0;0.0;1;0;67;72;93.1;6;43;2;2;2
2021-2022;2bef2bca;Ronald Araújo;206d90db;URU;NO;2021-12-21;Mar;Semana 4 de partido;Visitante;E 1–1;Barcelona;Sevilla;Sí;RB;90;1;0;0;0;3;1;0;0;64;1;2;3;0.2;0.2;0.4;1;0;44;54;81.5;6;28;0;0;0
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-05-01;Dom;Semana 34 de partido;Visitante;E 1–1;Osasuna;Elche;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
2021-2022;3024e383;José Ángel;03c57e2b;ESP;NO;2022-05-08;Dom;Semana 35 de partido;Visitante;E 1–1;Osasuna;Espanyol;No;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.;Estuvo en el día del partido, pero no jugó.
